origin,origin_length,game_order,text_jp,text_en,verified,game_order
0x0e020e54,19,1756,コラ!ジュディ!\k\n,,,
0x0e020e68,26,1757,コショコショのケイだあ!\k,,,
0x0e020e84,20,1758,きゃあ、\%\Mちゃん、\n,,,
0x0e020e98,14,1759,ゆるして!!\k,,,
0x0e020ea8,12,1760,ジュディ、\n,,,
0x0e020eb4,22,1761,コショコショだけは、\n,,,
0x0e020ecc,26,1762,キャハハハハハハ…………\k,,,
0x0e020ee8,26,1763,よ、弱いのよおキャハハハ\n,,,
0x0e020f04,18,1764,ごめん、ゴメン!\k,,,
0x0e020f18,18,1765,キゲンなおすって\n,,,
0x0e020f2c,20,1766,やくそくしなさい!\k,,,
0x0e020f40,26,1767,キャハハ、やくそくする!\n,,,
0x0e020f5c,22,1768,ニャハハ、ゆるして、\n,,,
0x0e020f74,22,1769,\%\Mちゃん!ヒーヒー…\k,,,
0x0e020f8c,16,1770,グアッグアッ!\n,,,
0x0e020f9c,12,1771,\%\Mちゃん、\n,,,
0x0e020fa8,22,1772,小一山をこえたガア!\k,,,
0x0e020fc0,12,1773,やったあ!\k,,,
0x0e020fcc,18,1774,さあ、この調子で\n,,,
0x0e020fe0,26,1775,おじいちゃんのいる森まで\n,,,
0x0e020ffc,16,1776,飛んでいこう!\k,,,
0x0e02100c,20,1777,おじいちゃんなら、\n,,,
0x0e021020,22,1778,きっとクロックさんを\n,,,
0x0e021038,18,1779,直してくれるよ!\k,,,
0x0e02104c,20,1780,ちょっと待った!!\n,,,
0x0e021060,14,1781,\%\Mちゃん!!\k,,,
0x0e021070,28,1782,この先って、もしかして……\n,,,
0x0e02108c,18,1783,レモンヶ丘じゃ…\k,,,
0x0e0210a0,20,1784,ん………そうなの?\n,,,
0x0e0210b4,22,1785,それがどうかしたの?\k,,,
0x0e0210cc,14,1786,いやだモン!\n,,,
0x0e0210dc,22,1787,レモンヶ丘はミラクル\n,,,
0x0e0210f4,24,1788,レモンズがいるモン!!\k,,,
0x0e02110c,26,1790,ミラクルレモンズだけは、\n,,,
0x0e021128,16,1791,にがてだグア!\k,,,
0x0e021138,26,1792,ボクなんか、あいつのスラ\n,,,
0x0e021154,26,1793,イスこうげき一回で、サビ\n,,,
0x0e021170,28,1794,サビになっちゃうクエー…!\k,,,
0x0e02118c,26,1795,どうして?だって、飛んで\n,,,
0x0e0211a8,22,1796,行けばいいじゃない。\k,,,
0x0e0211c0,18,1797,おっきな小一山が\n,,,
0x0e0211d4,26,1798,飛びこえられたんだもん!\k,,,
0x0e0211f0,22,1799,レモンヶ丘の上には、\n,,,
0x0e021208,26,1800,すごく強い気流があって、\n,,,
0x0e021224,24,1801,飛びこえられないグア!\k,,,
0x0e02123c,28,1802,すっぱいの、キライだモン。\n,,,
0x0e021258,26,1803,お目目がしみちゃうモン。\k,,,
0x0e021274,28,1804,レモンパックって、実はシミ\n,,,
0x0e021290,28,1805,のゲンインになるのよねー。\k,,,
0x0e0212ac,10,1806,あたし、\n,,,
0x0e0212b8,26,1807,あいつらだけはヤーよぉ。\k,,,
0x0e0212d4,28,1808,しかたないなあ…おりよう。\k,,,
0x0e021fa8,24,1809,どうしようか…みんな、\n,,,
0x0e021fc0,28,1810,レモンだけはイヤだって……\k,,,
0x0e021fdc,22,1811,しょうがないね、\%\Bと\n,,,
0x0e021ff4,24,1812,あたしだけで行こうか。\k,,,
0x0e02200c,29,1813,ヤダヤダ!ジュディも行く!\k\n,,,
0x0e02202c,22,1814,\%\Mちゃんとはなれるの\n,,,
0x0e022044,10,1815,ヤダ!!\k,,,
0x0e022050,28,1816,ジュディ、ワガママだモン。\k,,,
0x0e02206c,14,1817,クア…ッ!!\n,,,
0x0e02207c,22,1818,\%\Mちゃん、リュック!\n,,,
0x0e022094,28,1819,まほうのリュックだグアッ!\k,,,
0x0e0220b0,9,1820,ええ?\k\n,,,
0x0e0220bc,12,1821,さっき\%\Bが\n,,,
0x0e0220c8,28,1822,ほりだしたリュックのコト?\k,,,
0x0e0220e4,24,1823,クワックワッそうだよ。\n,,,
0x0e0220fc,28,1824,みんな、それに入って行けば\n,,,
0x0e022118,12,1825,いいガア!\k,,,
0x0e022124,16,1826,リュックって、\n,,,
0x0e022134,22,1827,こんなに小さいのよ?\k,,,
0x0e02214c,10,1828,あーっ!\k,,,
0x0e022158,8,1829,クワッ\n,,,
0x0e022160,16,1830,さあ、みんな!\k,,,
0x0e022170,18,1831,この中に入って、\n,,,
0x0e022184,18,1832,\%\Mちゃんに連れて\n,,,
0x0e022198,22,1833,行ってもらうグアッ。\k,,,
0x0e0221b0,26,1834,そんなあ、このリュックに\n,,,
0x0e0221cc,28,1835,みんな、なんて入るワケ……\k,,,
0x0e0221e8,28,1836,みんな…? もしかして……\n,,,
0x0e022204,18,1837,リュックの中に?\k,,,
0x0e022218,22,1838,手伝えなくてゴメンね\k,,,
0x0e022230,20,1839,クエー…\%\Mちゃん、\n,,,
0x0e022244,26,1840,役にたてなくてゴメン……\k,,,
0x0e022260,22,1841,おうえんしてるから…\n,,,
0x0e022278,14,1842,グエックエー\k,,,
0x0e022288,28,1843,おじいちゃんの住んでる所は\n,,,
0x0e0222a4,28,1844,きっとレモン達が知ってると\n,,,
0x0e0222c0,12,1845,思うモン。\k,,,
0x0e0222cc,12,1846,\%\Mちゃん、\n,,,
0x0e0222d8,14,1847,がんばって!\k,,,
0x0e0222e8,20,1848,\%\Bと、あたしだけに\n,,,
0x0e0222fc,20,1849,なっちゃったね……\k,,,
0x0e022310,28,1850,はげましてくれてるんだね。\n,,,
0x0e02232c,22,1851,うん、\%\B、がんばって\n,,,
0x0e022344,10,1852,行こう!\k,,,
0x0e023818,18,1853,来ちゃったね……\k,,,
0x0e02382c,10,1854,なんか、\n,,,
0x0e023838,20,1855,気味が悪いよね……\k,,,
0x0e02384c,16,1856,そこのお前!!\k,,,
0x0e02385c,16,1857,いったいここに\n,,,
0x0e02386c,24,1858,何の用だァァァァァッ!\k,,,
0x0e023884,16,1859,おじいちゃんに\n,,,
0x0e023894,20,1860,会いに行きたいの。\n,,,
0x0e0238a8,22,1861,だからここを通して。\k,,,
0x0e0238c0,12,1862,ホホホホ!\n,,,
0x0e0238cc,26,1863,ここは、なんぴとたりとも\n,,,
0x0e0238e8,22,1864,通さないィィィィッ!\k,,,
0x0e023900,22,1865,そんなケチくさいこと\n,,,
0x0e023918,26,1866,言わないで、通してよお!\k,,,
0x0e023934,28,1867,あたくし達の悪口を言うとは\n,,,
0x0e023950,26,1868,ゆるせないィィィィィッ!\k,,,
0x0e02396c,18,1869,ゼッタイに通して\n,,,
0x0e023980,22,1870,やらないィィィィッ!\k,,,
0x0e023998,16,1871,ムリにでも通る\n,,,
0x0e0239a8,20,1872,というのであれば、\n,,,
0x0e0239bc,28,1873,こうしてやるゥゥゥゥゥッ!\k,,,
0x0e0239d8,18,1874,いくぞ!妹よッ!\k,,,
0x0e0239ec,20,1875,ハイッ、お姉様!!\k,,,
0x0e023a00,18,1876,スッパッパ〜ッ!\k,,,
0x0e026680,20,1877,オーホホホホホ!、\n,,,
0x0e026694,8,1878,どうだ\n,,,
0x0e02669c,24,1879,スッパいだろォォォッ!\k,,,
0x0e0266b4,24,1880,いや〜ん、スッパ〜い、\n,,,
0x0e0266cc,18,1881,目がイタい〜ッ!\k,,,
0x0e0266e0,28,1882,あんた達、まったくお相手に\n,,,
0x0e0266fc,20,1883,ならないですわよ。\n,,,
0x0e026710,26,1884,オホホホホホホ……………\k,,,
0x0e02672c,20,1885,出直しておいで!!\k,,,
0x0e026740,16,1886,イタタタタタ…\n,,,
0x0e026750,20,1887,\%\B、だいじょうぶ?\k,,,
0x0e026764,12,1888,よかった。\n,,,
0x0e026770,24,1889,だいじょうぶみたいね。\k,,,
0x0e026788,28,1890,よ〜し、ミラクルレモンズ!\n,,,
0x0e0267a4,24,1891,今度は負けないわよ!!\k,,,
0x0e0241c4,22,1892,やったあーーーー!!\k,,,
0x0e024398,12,1893,キュウ……\k,,,
0x0e0243a4,8,1894,ねえ、\n,,,
0x0e0243ac,24,1895,あたしのおじいちゃんの\n,,,
0x0e0243c4,28,1896,住んでいる場所、知らない?\k,,,
0x0e0243e0,18,1897,教えてくれたら、\n,,,
0x0e0243f4,24,1898,その重いレモンの下から\n,,,
0x0e02440c,16,1899,出して上げる。\k,,,
0x0e02441c,28,1900,あたくし達に、知らないこと\n,,,
0x0e024438,22,1901,など何もないコトよ。\n,,,
0x0e024450,12,1902,ねえ、妹?\k,,,
0x0e02445c,22,1903,そうです、お姉さま。\n,,,
0x0e024474,24,1905,など何もござーません。\k,,,
0x0e02448c,12,1906,ホント!?\n,,,
0x0e024498,24,1907,じゃあ、おじいちゃん、\n,,,
0x0e0244b0,22,1908,ドコに住んでいるの!\k,,,
0x0e0244c8,28,1909,教えてやらないィィ〜〜ッ!\k,,,
0x0e0244e4,16,1910,ムッカァ〜ッ!\n,,,
0x0e0244f4,22,1911,そうゆうかわいくない\n,,,
0x0e02450c,16,1912,こというワケ!\k,,,
0x0e02451c,14,1913,おどかしても\n,,,
0x0e02452c,20,1914,ムダよムダムダァ!\k,,,
0x0e024540,22,1915,あたくし達には、まだ\n,,,
0x0e024558,28,1916,強ォォォい味方がいるゥゥ!\k,,,
0x0e024574,12,1917,先生ーッ、\n,,,
0x0e024580,20,1919,おねがいしますッ!\k,,,
0x0e024594,13,1920,呼んだガン、,,,
0x0e0245a4,11,1921,心の友よ。,,,
0x0e0245b0,20,1922,おおッ、心の友よ、\n,,,
0x0e0245c4,14,1923,そのすがたは\n,,,
0x0e0245d4,24,1924,いったいどうしたのだ!\k,,,
0x0e0245ec,12,1925,あの女に、\n,,,
0x0e0245f8,28,1926,イジメられたんですゥゥゥッ\k,,,
0x0e024614,12,1927,そうです。\k,,,
0x0e024620,28,1928,あたくしたちが遊んでたら、\n,,,
0x0e02463c,28,1929,いきなりあの女とワン公が、\n,,,
0x0e024658,28,1930,おそいかかってきたんです!\k,,,
0x0e024674,18,1931,あたくし、もう、\n,,,
0x0e024688,26,1932,コワくってコワくって……\k,,,
0x0e0246a4,16,1933,ヌウ…お前か!\n,,,
0x0e0246b4,28,1934,わが心の友をこのようなヒド\n,,,
0x0e0246d0,28,1935,イ目にあわせた悪い女とは…\k,,,
0x0e0246ec,20,1936,先生ッ!その調子!\n,,,
0x0e024700,26,1937,ビシッとやってください、\n,,,
0x0e02471c,14,1938,ビシッと!!\k,,,
0x0e02472c,26,1939,ちょっと、話しを聞いて!\n,,,
0x0e024748,24,1940,悪いのはレモンの方よ!\k,,,
0x0e024760,28,1941,あたしはただおじいちゃんの\n,,,
0x0e02477c,20,1942,所に行こうとして…\k,,,
0x0e024790,12,1943,だまれい!\k,,,
0x0e02479c,28,1944,いいわけするんじゃありませ\n,,,
0x0e0247b8,28,1945,んって、お母さんに教わらな\n,,,
0x0e0247d4,14,1946,かったのか!\k,,,
0x0e0247e4,18,1947,ハッ!まさか!!\n,,,
0x0e0247f8,21,1948,………お前は……!!,,,
0x0e024810,2,1949,\k,,,
0x0e024814,18,1950,えッ、なによ…!\k,,,
0x0e024828,8,1951,\%\M……\n,,,
0x0e024830,16,1952,\%\Mちゃん…!!\k,,,
0x0e024840,10,1953,………?\n,,,
0x0e02484c,24,1954,どうしてあたしの名前を\n,,,
0x0e024864,14,1955,知ってるの?\k,,,
0x0e024874,28,1956,オレだよ!ガンボットだよ!\k,,,
0x0e024890,14,1957,せ、先生!?\k,,,
0x0e0248a0,26,1958,この人は、オレ様の第二の\n,,,
0x0e0248bc,16,1959,ご主人様だ!!\k,,,
0x0e0248cc,28,1960,ガガーン!な、なんとッ!!\k,,,
0x0e0248e8,25,1961,よく聞け、レモンども!\k\n,,,
0x0e024904,28,1962,オレ様はご主人様にはぜった\n,,,
0x0e024920,28,1963,いにさからわないのだガン!\k,,,
0x0e02493c,26,1964,おれ様がユウシュウな戦士\n,,,
0x0e024958,16,1965,だからだゴン!\k,,,
0x0e024968,18,1966,さあ、\%\Mちゃんの\n,,,
0x0e02497c,26,1967,おじいちゃんのいばしょを\n,,,
0x0e024998,24,1968,さっさと言うんだゴン!\k,,,
0x0e0249b0,22,1969,ウウ…だけど言ったら\n,,,
0x0e0249c8,26,1970,ハクサイだいまおうさまに\n,,,
0x0e0249e4,28,1971,オシオキされちゃうう………\k,,,
0x0e024a00,10,1972,ナニ!!\n,,,
0x0e024a0c,28,1973,お前達はハクサイだいまおう\n,,,
0x0e024a28,26,1974,の手下だったのかガン!?\k,,,
0x0e024a44,28,1975,妹ッ!よけいなコト言って、\n,,,
0x0e024a60,16,1976,このおばか!!\k,,,
0x0e024a70,24,1977,お前達…今までオレ様を\n,,,
0x0e024a88,28,1978,だましていたんだゴン………\k,,,
0x0e024aa4,18,1979,ゆるせん………!\n,,,
0x0e024ab8,28,1980,ウソをつくヤツはもはや心の\n,,,
0x0e024ad4,28,1981,友でもなんでもないゴン!!\k,,,
0x0e024af0,26,1982,あわわわ…ウソだなんて、\n,,,
0x0e024b0c,28,1983,と、とんでもないですわ!!\k,,,
0x0e024b28,28,1984,そ、その方のさがしていらっ\n,,,
0x0e024b44,22,1985,しゃる、ご老人なら、\k,,,
0x0e024b5c,26,1986,キットこのおかのふもとに\n,,,
0x0e024b78,24,1987,すんでいる人ですわッ!\k,,,
0x0e024b90,22,1988,よくもオレ様の大切な\n,,,
0x0e024ba8,20,1989,\%\Mちゃんとオレ様を\n,,,
0x0e024bbc,24,1990,戦わせようとしたガン!\k,,,
0x0e024bd4,22,1991,こうしてやるゴン!!\k,,,
0x0e024bec,27,1992,あーれぇぇぇぇぇーーーーー,,,
0x0e025784,20,1993,ひさしぶりだガン、\n,,,
0x0e025798,14,1994,\%\Mちゃん!!\k,,,
0x0e0257a8,18,1995,…ごめん…よく…\n,,,
0x0e0257bc,28,1996,おぼえてナイんだけど………\k,,,
0x0e0257d8,26,1997,なっ…おぼえてナイ………\n,,,
0x0e0257f4,26,1998,オレ様のコト…おぼえて…\n,,,
0x0e025810,12,1999,ない………\k,,,
0x0e02581c,22,2000,ごめんね、ごめんね!\k,,,
0x0e025834,14,2001,あたし、今、\n,,,
0x0e025844,28,2002,ハクサイだいまおうのヤツに\n,,,
0x0e025860,28,2003,思い出をうばわれてるの!!\k,,,
0x0e02587c,28,2004,だから、ところどころ、思い\n,,,
0x0e025898,28,2005,だせない思い出もあるのよ!\k,,,
0x0e0258b4,12,2006,……………\k,,,
0x0e0258c0,12,2007,ごめん!!\k,,,
0x0e0258cc,28,2008,ハクサイだいまおうをやっつ\n,,,
0x0e0258e8,26,2009,けるために、みんなに力を\n,,,
0x0e025904,26,2010,かしてもらってる所なの!\k,,,
0x0e025920,26,2011,ハクサイだいまおうには…\n,,,
0x0e02593c,28,2012,みんなこまってるガン………\k,,,
0x0e025958,28,2013,でも…第二のご主人様に……\n,,,
0x0e025974,28,2014,おぼえてもらえてもナイなん\n,,,
0x0e025990,28,2015,て……ショックだガン………\k,,,
0x0e0259ac,28,2016,あの…第二のご主人って…?\n,,,
0x0e0259c8,28,2017,ちょっとでも話してくれたら\n,,,
0x0e0259e4,22,2018,思いだせるかも………\k,,,
0x0e0259fc,22,2019,………オレ様の最初の\n,,,
0x0e025a14,26,2020,ご主人はガンちゃん………\k,,,
0x0e025a30,26,2021,ガンちゃんは、おもちゃの\n,,,
0x0e025a4c,26,2022,中で、オレ様を一番大切に\n,,,
0x0e025a68,28,2023,してくれてたんだゴン……。\k,,,
0x0e025a84,18,2024,ガンちゃん…??\n,,,
0x0e025a98,26,2025,……えーと…えーと………\k,,,
0x0e025ab4,26,2026,ガンちゃん一家が引っこす\n,,,
0x0e025ad0,28,2027,ことになった時、ガンちゃん\n,,,
0x0e025aec,22,2028,はお別れのしるしに、\k,,,
0x0e025b04,16,2029,なかのよかった\n,,,
0x0e025b14,14,2030,\%\Mちゃんに、\n,,,
0x0e025b24,28,2031,オレをあげたんだゴン………\k,,,
0x0e025b40,20,2032,それから…オレは、\n,,,
0x0e025b54,18,2033,\%\Mちゃんを第二の\n,,,
0x0e025b68,17,2034,ご主人と思って…,,,
0x0e025b7c,10,2035,ずっと…\k,,,
0x0e025b88,14,2036,ずっと………\k,,,
0x0e025b98,14,2037,…さよなら、\n,,,
0x0e025ba8,16,2039,あっ、待って!\n,,,
0x0e025bb8,24,2040,お願い、待ってよお!!\k,,,
0x0e025bd0,26,2041,ガンちゃん…ガンちゃん…\n,,,
0x0e025bec,12,2042,え〜と……\k,,,
0x0e025bf8,25,2043,あっ!!\k思いだした!!\k,,,
0x0e025c14,10,2044,ア〜ン、\n,,,
0x0e025c20,18,2045,\%\Mのバカバカ!!\k,,,
0x0e025c34,26,2046,どうしてガンボットのいる\n,,,
0x0e025c50,26,2047,間に思いだせないのよお!\k,,,
0x0e025c6c,10,2048,よっぽど\n,,,
0x0e025c78,22,2049,ショックだったんだ…\k,,,
0x0e025c90,18,2050,どうしよう………\n,,,
0x0e025ca4,28,2051,ごめんね……ガンボット……\k,,,
0x0e025cc0,14,2052,そうだね……\n,,,
0x0e025cd0,28,2053,おじいちゃんのいばしょだけ\n,,,
0x0e025cec,24,2054,でもわかったんだもん。\k,,,
0x0e025d04,26,2055,とにかく、おじいちゃんの\n,,,
0x0e025d20,16,2056,トコに行こう!\k,,,
0x0e02aa5c,16,2057,もしかして……\n,,,
0x0e02aa6c,26,2058,あれがおじいちゃんの……\k,,,
0x0e02aa88,20,2059,野菜たちがいるかも\n,,,
0x0e02aa9c,18,2060,知れないモン……\k,,,
0x0e02aab0,26,2061,もしベジタブル軍ダンだっ\n,,,
0x0e02aacc,26,2062,たら、さっさと追い出して\n,,,
0x0e02aae8,28,2063,この静かな森を守らなきゃ!\k,,,
0x0e02ab04,8,2064,うん。\k,,,
0x0e02ab0c,20,2065,ムク、小屋の様子を\n,,,
0x0e02ab20,18,2066,見てらっしゃい。\k,,,
0x0e02ab34,24,2067,ヤダ、ボクこわいモン!\k,,,
0x0e02ab4c,28,2068,何か、あたしにご用かのう?\k,,,
0x0e02ab68,19,2069,おじい……ちゃん?,,,
0x0e02ab7c,22,2070,おお、\%\Mじゃないか、\n,,,
0x0e02ab94,16,2071,よくきたのう。\k,,,
0x0e02aba4,20,2072,みんなもよくきた、\n,,,
0x0e02abb8,12,2073,よくきた。\k,,,
0x0e02abc4,15,2074,おじいちゃん!,,,
0x0e02abd4,2,2075,\k,,,
0x0e02abd8,16,2076,よくきたのう。\n,,,
0x0e02abe8,18,2077,大変だったろう。\k,,,
0x0e026da8,28,2078,おじいちゃんに、また会える\n,,,
0x0e026dc4,24,2079,なんて思わなかった……\k,,,
0x0e026ddc,12,2080,なぁ〜に、\n,,,
0x0e026de8,22,2081,いつだって会えるさ。\k,,,
0x0e026e00,20,2082,\%\Mがおじいちゃんの\n,,,
0x0e026e14,28,2083,ことを思い出してくれれば、\n,,,
0x0e026e30,14,2084,すぐにのう。\k,,,
0x0e026e40,12,2085,ほら、\%\M、\n,,,
0x0e026e4c,22,2086,むこうを見てごらん。\k,,,
0x0e026e64,16,2087,キャプテン!!\n,,,
0x0e026e74,18,2088,キャプテンだ!!\k,,,
0x0e026e88,16,2089,\%\Mちゃん…!!\n,,,
0x0e026e98,8,2090,わしの\n,,,
0x0e026ea0,20,2091,大スキな\%\Mちゃん!\k,,,
0x0e026eb4,22,2092,また会えるなんて…!\k,,,
0x0e026ecc,18,2093,げんきそうだね、\n,,,
0x0e026ee0,24,2094,キャプテン!よかった!\k,,,
0x0e0272b8,16,2095,あっ、そうだ!\k,,,
0x0e0272c8,16,2096,おじいちゃん!\n,,,
0x0e0272d8,20,2097,時計、なおせる!?\k,,,
0x0e0272ec,24,2098,もちろん、なおせるよ。\n,,,
0x0e027304,14,2099,\%\Mの時計が、\n,,,
0x0e027314,18,2100,こわれたのかい?\k,,,
0x0e027328,11,2101,うん………,,,
0x0e027334,28,2102,おんなじようなモンかなぁ…\k,,,
0x0e027350,22,2103,コレなんだけど………\k,,,
0x0e027368,19,2104,これはヒドイの〜\k\n,,,
0x0e02737c,26,2105,おや、これはクロックさん\n,,,
0x0e027398,16,2106,じゃないかな?\k,,,
0x0e0273a8,28,2107,おじいちゃん、クロックさん\n,,,
0x0e0273c4,22,2108,のこと、知ってるの?\k,,,
0x0e0273dc,26,2109,ああ、よく知っておるよ。\n,,,
0x0e0273f8,26,2110,2ヵ月に1回、必ず会って\n,,,
0x0e027414,18,2111,おったからのう。\k,,,
0x0e027428,28,2112,じゃあ、クロックさんの定期\n,,,
0x0e027444,26,2113,てんけんをしてたのって、\n,,,
0x0e027460,26,2114,おじいちゃんだったんだ!\k,,,
0x0e02747c,20,2115,ああ、そうじゃよ。\k,,,
0x0e027490,8,2116,でも、\n,,,
0x0e027498,18,2117,ただの\%\Mランドの\n,,,
0x0e0274ac,26,2118,門番だったら仕方ないが、\k,,,
0x0e0274c8,22,2119,\%\Mについて歩くのに、\n,,,
0x0e0274e0,28,2120,あんまり時間にウルサイのも\n,,,
0x0e0274fc,18,2121,考えもんだのう。\k,,,
0x0e027510,26,2122,時々は、ちょびっとクルう\n,,,
0x0e02752c,26,2123,ようにしてやろうかのぉ。\k,,,
0x0e027548,8,2124,あは。\k,,,
0x0e027550,22,2125,ほい、なおったぞい。\k,,,
0x0e027568,28,2126,? あれ? クロックさん!\k,,,
0x0e027584,24,2127,? おかしいのう……。\n,,,
0x0e02759c,20,2128,ネジのひとつでも、\n,,,
0x0e0275b0,20,2129,つけわすれたかな?\k,,,
0x0e0275c4,16,2130,クロックさん!\k,,,
0x0e0275d4,8,2131,ンあ?\n,,,
0x0e0275dc,26,2132,ふわぁ〜あ〜あふぅ〜……\n,,,
0x0e0275f8,16,2133,よくねた………\k,,,
0x0e027608,22,2134,なぜ、ワシをみんなで\n,,,
0x0e027620,22,2135,見ているのであるか?\k,,,
0x0e027638,26,2136,おまえさんがこわれていた\n,,,
0x0e027654,28,2137,から、みんな心配しておった\n,,,
0x0e027670,12,2138,んじゃよ。\k,,,
0x0e027df0,28,2139,おお。カワイイヤツじゃな。\n,,,
0x0e027e0c,22,2140,\%\M、このコの名前は?\k,,,
0x0e027e24,16,2141,\%\Bっていうの!\n,,,
0x0e027e34,16,2142,あたしの一番、\n,,,
0x0e027e44,20,2143,新しいお友達だよ。\k,,,
0x0e027e58,14,2144,そうか\%\Bか。\k,,,
0x0e027e68,18,2145,ほら、チーズだ。\n,,,
0x0e027e7c,16,2146,スキじゃろう?\k,,,
0x0e027e8c,26,2147,そうかそうか、うまいか。\n,,,
0x0e027ea8,28,2148,ん?もう一つか?よしよし。\k,,,
0x0e027ec4,16,2149,おじいちゃん、\n,,,
0x0e027ed4,28,2150,他のみんなはお話できるのに\k,,,
0x0e027ef0,16,2151,どうして\%\Bだけ\n,,,
0x0e027f00,24,2152,お話できないのかなあ。\k,,,
0x0e027f18,22,2153,\%\M、言葉だけで気持ち\n,,,
0x0e027f30,28,2154,を分かろうとしてもだめなん\n,,,
0x0e027f4c,10,2155,じゃよ。\k,,,
0x0e027f58,24,2156,おお、そうか、そうか。\k,,,
0x0e027f70,14,2157,\%\Bはチーズが\n,,,
0x0e027f80,16,2158,スキじゃのう。\k,,,
0x0e027f90,17,2159,もしかして……\k\n,,,
0x0e027fa4,20,2160,おじいちゃんは\%\Bの\n,,,
0x0e027fb8,20,2161,言葉もわかるの? \k,,,
0x0e027fcc,18,2162,おお、わかるぞ。\n,,,
0x0e027fe0,28,2163,わしらは言葉で話しておるの\n,,,
0x0e027ffc,20,2164,じゃないんじゃよ。\k,,,
0x0e028010,26,2165,心で話をしておるのじゃ。\n,,,
0x0e02802c,26,2166,わしにはな、キャプテンの\n,,,
0x0e028048,20,2167,言葉も\%\Bの言葉も、\k,,,
0x0e02805c,12,2168,み〜んな、\n,,,
0x0e028068,26,2169,この心に聞こえておるよ。\n,,,
0x0e028084,12,2170,なあ、\%\B。\k,,,
0x0e028090,24,2171,今、チーズがおいしいと\n,,,
0x0e0280a8,22,2172,言っておるよ。のう。\k,,,
0x0e0280c0,20,2173,なんで? どして?\k,,,
0x0e0280d4,18,2174,あたしだって\%\Bと\n,,,
0x0e0280e8,28,2175,おしゃべりしたいのに、なん\n,,,
0x0e028104,28,2176,であたしにはわかんないの?\k,,,
0x0e028120,8,2177,\%\Mや、\n,,,
0x0e028128,22,2178,あせってはいかんよ。\k,,,
0x0e028140,22,2179,心をすましてごらん。\k,,,
0x0e028158,18,2180,\%\Bのコトを本当に\n,,,
0x0e02816c,24,2181,わかりたいと思ったら、\n,,,
0x0e028184,20,2182,心が通じるんじゃ。\k,,,
0x0e028198,12,2183,ゆっくり、\n,,,
0x0e0281a4,24,2184,時間をかけるんじゃよ。\k,,,
0x0e0289f8,12,2185,\%\Mちゃんの\n,,,
0x0e028a04,16,2186,おじいちゃん。\k,,,
0x0e028a14,28,2187,実は、この思い出の世界が、\n,,,
0x0e028a30,28,2188,ハクサイだいまおうのせいで\n,,,
0x0e028a4c,26,2189,大変なことになってるの!\k,,,
0x0e028a68,14,2190,そうだモン。\k,,,
0x0e028a78,22,2191,ハクサイだいまおうが\n,,,
0x0e028a90,24,2192,思い出を消しちゃおうと\n,,,
0x0e028aa8,20,2193,しているんだモン。\k,,,
0x0e028abc,12,2194,そうか……\n,,,
0x0e028ac8,22,2195,手助けしてあげたいん\n,,,
0x0e028ae0,22,2196,じゃが…………………\k,,,
0x0e028af8,26,2197,残念だが、おじいちゃんが\n,,,
0x0e028b14,26,2198,手助けすることはできない\n,,,
0x0e028b30,16,2200,なんでーッ!?\k,,,
0x0e028b40,28,2201,自分の思い出は、自分の手で\n,,,
0x0e028b5c,24,2202,守らねばならんのじゃ。\n,,,
0x0e028b74,18,2203,わかるかな、\%\M。\k,,,
0x0e028b88,8,2204,うん!\k,,,
0x0e028b90,12,2205,だがのう、\n,,,
0x0e028b9c,22,2206,\%\Mにこれをあげよう。\k,,,
0x0e028bb4,14,2207,これは……?\k,,,
0x0e028bc4,6,2208,もう\n,,,
0x0e028bcc,24,2209,わすれてしまったかな?\k,,,
0x0e028be4,22,2210,これは、\%\Mのパパが、\n,,,
0x0e028bfc,14,2211,むかし………\k,,,
0x0e028c0c,26,2212,クリスマス・プレゼントと\n,,,
0x0e028c28,22,2213,して、\%\Mにあげたもの\n,,,
0x0e028c40,28,2215,そうだ……。パパが、三つの\n,,,
0x0e028c5c,28,2216,願い事がかなうよってくれた\n,,,
0x0e028c78,18,2217,ブレスレットだ。\k,,,
0x0e028c8c,26,2218,でも、パパがサンタだって\n,,,
0x0e028ca8,26,2219,わかっちゃって、そんなの\n,,,
0x0e028cc4,26,2220,ウソだって思ってた………\k,,,
0x0e028ce0,28,2221,今も、願い事がかなわないと\n,,,
0x0e028cfc,14,2222,思うかね? \k,,,
0x0e028d0c,24,2223,ううん………今は………\k,,,
0x0e028d24,20,2224,\%\Mちゃん。じゃあ、\n,,,
0x0e028d38,26,2225,ハクサイだいまおうのいる\n,,,
0x0e028d54,28,2226,トコを知りたいって願って!\k,,,
0x0e028d70,20,2227,うん、やってみる!\k,,,
0x0e028d84,11,2228,\@教えて!\n,,,
0x0e028d90,29,2229,\@ハクサイだいまおうはドコに\n,,,
0x0e028db0,12,2230,\@いるの!?,,,
0x0e028dbc,6,2231,\%\M、\k,,,
0x0e028dc4,26,2232,この世界で、ハクサイだい\n,,,
0x0e028de0,26,2233,まおうのまりょくをこえる\n,,,
0x0e028dfc,20,2234,ものはないんじゃ。\k,,,
0x0e028e10,28,2235,つまり、フラワーブレスは、\n,,,
0x0e028e2c,26,2236,ハクサイだいまおうの力を\n,,,
0x0e028e48,24,2237,こえるようなお願いは、\k,,,
0x0e028e60,26,2238,かなえられないんじゃよ。\k,,,
